GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,CAMEOCodeDescription,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
753911112,20080510,200805,2008,2008.3562,,,,,,,,,,,IRN,TEHRAN,IRN,,,,,,,,0,042, Make a visit,042,04,1,1.9,15,1,8,-1.45,0,,,,,,,,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20180508001500,http://www.xinhuanet.com/english/2018-05/08/c_137162465.htm
753911113,20080510,200805,2008,2008.3562,,,,,,,,,,,IRN,TEHRAN,IRN,,,,,,,,0,042, Make a visit,042,04,1,1.9,1,1,1,-1.45,0,,,,,,,,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20180508001500,http://www.xinhuanet.com/english/2018-05/08/c_137162465.htm
753911114,20080510,200805,2008,2008.3562,IRN,TEHRAN,IRN,,,,,,,,,,,,,,,,,,0,043, Host a visit,043,04,1,2.8,12,1,8,-1.45,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,0,,,,,,,,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20180508001500,http://www.xinhuanet.com/english/2018-05/08/c_137162465.htm
753911115,20080510,200805,2008,2008.3562,IRN,TEHRAN,IRN,,,,,,,,,,,,,,,,,,0,043, Host a visit,043,04,1,2.8,1,1,1,-1.45,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,0,,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20180508001500,http://www.xinhuanet.com/english/2018-05/08/c_137162465.htm
753911116,20080510,200805,2008,2008.3562,IRN,TEHRAN,IRN,,,,,,,,,,,,,,,,,,0,043, Host a visit,043,04,1,2.8,3,1,3,-1.45,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,0,,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20180508001500,http://www.xinhuanet.com/english/2018-05/08/c_137162465.htm
753911117,20170508,201705,2017,2017.3507,,,,,,,,,,,IGOEUREEC,THE EUROPEAN UNION,EUR,EEC,,,,IGO,,,1,036, Express intent to meet or negotiate,036,03,1,4.0,5,1,5,-0.77720207253886,0,,,,,,,,4,"Yorkshire, North Yorkshire, United Kingdom",UK,UKJ7,40123,54.0,-1.5,-2612324,4,"Yorkshire, North Yorkshire, United Kingdom",UK,UKJ7,40123,54.0,-1.5,-2612324,20180508001500,https://www.yorkshirepost.co.uk/news/opinion/the-yorkshire-post-says-farming-faces-brexit-battles-opportunities-and-challenges-ahead-1-9153320
753911118,20170508,201705,2017,2017.3507,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,043, Host a visit,043,04,1,2.8,2,1,2,-0.30674846625767,0,,,,,,,,3,"High Plains, Kansas, United States",US,USKS,,39.4167,-101.292,480171,2,"Missouri, United States",US,USMO,,38.4623,-92.302,MO,20180508001500,http://www.hpj.com/markets/high-plains-slaughter-cattle-sales-report/article_aac8a55d-9b4b-551f-8c20-a8f82c304b57.html
753911119,20170508,201705,2017,2017.3507,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,112," Accuse, not specified below",112,11,3,-2.0,2,1,2,-8.48806366047746,0,,,,,,,,3,"Seminole County, Florida, United States",US,USFL,,28.7086,-81.2081,303665,3,"Seminole County, Florida, United States",US,USFL,,28.7086,-81.2081,303665,20180508001500,http://www.wicz.com/story/38131998/george-zimmerman-accused-of-criminal-stalking-in-florida
753911120,20170508,201705,2017,2017.3507,DEU,GERMANY,DEU,,,,,,,,IGOEUREEC,THE EU,EUR,EEC,,,,IGO,,,0,063, Engage in judicial cooperation,063,06,2,7.4,5,1,5,-6.904487917146139,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,20180508001500,https://www.irishexaminer.com/breakingnews/views/analysis/germanys-difficulty-deporting-refugee-exposes-system-flaws-841450.html
753911121,20170508,201705,2017,2017.3507,GOV,PRESIDENT,,,,,,GOV,,,GTM,GUATEMALA,GTM,,,,,,,,0,042, Make a visit,042,04,1,1.9,2,1,2,2.71186440677966,1,United States,US,US,,39.828175,-98.5795,US,4,"Guatemala City, Guatemala, Guatemala",GT,GT07,64850,14.6211,-90.5269,-1133206,1,United States,US,US,,39.828175,-98.5795,US,20180508001500,https://www.aninews.in/news/world/us/india-guatemala-sign-mou-to-cooperate-in-diplomatic-training201805080511560002/
753911122,20170508,201705,2017,2017.3507,GOV,PRESIDENT,,,,,,GOV,,,PAN,PANAMA,PAN,,,,,,,,0,036, Express intent to meet or negotiate,036,03,1,4.0,2,1,2,2.71186440677966,4,"Guatemala City, Guatemala, Guatemala",GT,GT07,64850,14.6211,-90.5269,-1133206,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20180508001500,https://www.aninews.in/news/world/us/india-guatemala-sign-mou-to-cooperate-in-diplomatic-training201805080511560002/
753911123,20170508,201705,2017,2017.3507,GOV,PRESIDENT,,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,0,042, Make a visit,042,04,1,1.9,2,1,2,2.71186440677966,4,"Guatemala City, Guatemala, Guatemala",GT,GT07,64850,14.6211,-90.5269,-1133206,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20180508001500,https://www.aninews.in/news/world/us/india-guatemala-sign-mou-to-cooperate-in-diplomatic-training201805080511560002/
753911124,20170508,201705,2017,2017.3507,GTM,GUATEMALA,GTM,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,0,043, Host a visit,043,04,1,2.8,2,1,2,2.71186440677966,4,"Guatemala City, Guatemala, Guatemala",GT,GT07,64850,14.6211,-90.5269,-1133206,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20180508001500,https://www.aninews.in/news/world/us/india-guatemala-sign-mou-to-cooperate-in-diplomatic-training201805080511560002/
753911125,20170508,201705,2017,2017.3507,IGOEUREEC,THE EUROPEAN UNION,EUR,EEC,,,,IGO,,,,,,,,,,,,,1,036, Express intent to meet or negotiate,036,03,1,4.0,5,1,5,-0.77720207253886,4,"Yorkshire, North Yorkshire, United Kingdom",UK,UKJ7,40123,54.0,-1.5,-2612324,0,,,,,,,,4,"Yorkshire, North Yorkshire, United Kingdom",UK,UKJ7,40123,54.0,-1.5,-2612324,20180508001500,https://www.yorkshirepost.co.uk/news/opinion/the-yorkshire-post-says-farming-faces-brexit-battles-opportunities-and-challenges-ahead-1-9153320
753911126,20170508,201705,2017,2017.3507,JUD,HIGH COURT,,,,,,JUD,,,AUS,CANBERRA,AUS,,,,,,,,1,010," Make statement, not specified below",010,01,1,0.0,3,1,3,-1.85185185185185,4,"Canberra, Australian Capital Territory, Australia",AS,AS01,4940,-35.2833,149.217,-1563952,4,"Canberra, Australian Capital Territory, Australia",AS,AS01,4940,-35.2833,149.217,-1563952,4,"Canberra, Australian Capital Territory, Australia",AS,AS01,4940,-35.2833,149.217,-1563952,20180508001500,https://www.9news.com.au/national/2018/05/08/09/18/citizenship-ruling-would-change-law-mp
753911127,20170508,201705,2017,2017.3507,KENGOV,RAILA ODINGA,KEN,,,,,GOV,,,KENGOV,UHURU KENYATTA,KEN,,,,,GOV,,,1,110," Disapprove, not specified below",110,11,3,-2.0,5,1,5,-0.49261083743842,4,"Western Region, Western, Kenya",KE,KE09,18585,0.5,34.5833,-2264702,4,"Western Region, Western, Kenya",KE,KE09,18585,0.5,34.5833,-2264702,4,"Western Region, Western, Kenya",KE,KE09,18585,0.5,34.5833,-2264702,20180508001500,http://www.mediamaxnetwork.co.ke/news/433614/mudavadi-wetangula-plan-to-merge-parties/
753911128,20170508,201705,2017,2017.3507,MNCUSA,WELLS FARGO,USA,,,,,MNC,,,LAB,EMPLOYEE,,,,,,LAB,,,1,015, Acknowledge or claim responsibility,015,01,1,0.0,5,1,5,-3.65535248041776,3,"San Francisco, California, United States",US,USCA,CA075,37.7749,-122.419,277593,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,20180508001500,https://www.courthousenews.com/wells-fargo-to-settle-shareholder-spat-for-480-million/
753911129,20170508,201705,2017,2017.3507,PAN,PANAMA,PAN,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,0,036, Express intent to meet or negotiate,036,03,1,4.0,2,1,2,2.71186440677966,1,United States,US,US,,39.828175,-98.5795,US,4,"Guatemala City, Guatemala, Guatemala",GT,GT07,64850,14.6211,-90.5269,-1133206,1,United States,US,US,,39.828175,-98.5795,US,20180508001500,https://www.aninews.in/news/world/us/india-guatemala-sign-mou-to-cooperate-in-diplomatic-training201805080511560002/
753911130,20170508,201705,2017,2017.3507,RUS,RUSSIAN,RUS,,,,,,,,USAMED,REUTERS,USA,,,,,MED,,,0,046, Engage in negotiation,046,04,1,7.0,1,1,1,-5.16014234875445,4,"Kislyak, Arkhangel'skaya Oblast', Russia",RS,RS06,25061,65.2601,46.8174,11493450,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,4,"Kislyak, Arkhangel'skaya Oblast', Russia",RS,RS06,25061,65.2601,46.8174,11493450,20180508001500,https://www.weeklystandard.com/mark-hemingway/kerrys-meddling-on-iran-deal-shows-why-logan-act-should-be-repealed
753911131,20170508,201705,2017,2017.3507,RUS,RUSSIAN,RUS,,,,,,,,USAMED,REUTERS,USA,,,,,MED,,,0,046, Engage in negotiation,046,04,1,7.0,1,1,1,-5.16014234875445,2,"Kentucky, United States",US,USKY,,37.669000000000004,-84.6514,KY,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,2,"Kentucky, United States",US,USKY,,37.669000000000004,-84.6514,KY,20180508001500,https://www.weeklystandard.com/mark-hemingway/kerrys-meddling-on-iran-deal-shows-why-logan-act-should-be-repealed
753911132,20170508,201705,2017,2017.3507,RUSGOV,RUSSIAN,RUS,,,,,GOV,,,USAMED,REUTERS,USA,,,,,MED,,,0,046, Engage in negotiation,046,04,1,7.0,3,1,3,-5.16014234875445,4,"Kislyak, Arkhangel'skaya Oblast', Russia",RS,RS06,25061,65.2601,46.8174,11493450,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,4,"Kislyak, Arkhangel'skaya Oblast', Russia",RS,RS06,25061,65.2601,46.8174,11493450,20180508001500,https://www.weeklystandard.com/mark-hemingway/kerrys-meddling-on-iran-deal-shows-why-logan-act-should-be-repealed
753911133,20170508,201705,2017,2017.3507,USA,NEW JERSEY,USA,,,,,,,,,,,,,,,,,,1,014, Consider policy option,014,01,1,0.0,2,1,2,-2.2212029477418,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,0,,,,,,,,3,"Brooklyn, New York, United States",US,USNY,NY025,42.3442,-75.1704,944840,20180508001500,http://m.nydailynews.com/new-york/u-s-abortion-clinics-face-spike-trespassing-death-threats-article-1.3976596
753911134,20170508,201705,2017,2017.3507,USA,NEW JERSEY,USA,,,,,,,,,,,,,,,,,,1,014, Consider policy option,014,01,1,0.0,2,1,2,-2.2212029477418,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,0,,,,,,,,1,Russia,RS,RS,,60.0,100.0,RS,20180508001500,http://m.nydailynews.com/new-york/u-s-abortion-clinics-face-spike-trespassing-death-threats-article-1.3976596
753911135,20170508,201705,2017,2017.3507,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,042, Make a visit,042,04,1,1.9,2,1,2,-0.30674846625767,3,"High Plains, Kansas, United States",US,USKS,KS193,39.4167,-101.292,480171,0,,,,,,,,2,"Missouri, United States",US,USMO,,38.4623,-92.302,MO,20180508001500,http://www.hpj.com/markets/high-plains-slaughter-cattle-sales-report/article_aac8a55d-9b4b-551f-8c20-a8f82c304b57.html
753911136,20170508,201705,2017,2017.3507,USA,UNITED STATES,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,0,043, Host a visit,043,04,1,2.8,2,1,2,2.71186440677966,1,United States,US,US,,39.828175,-98.5795,US,4,"Guatemala City, Guatemala, Guatemala",GT,GT07,64850,14.6211,-90.5269,-1133206,1,United States,US,US,,39.828175,-98.5795,US,20180508001500,https://www.aninews.in/news/world/us/india-guatemala-sign-mou-to-cooperate-in-diplomatic-training201805080511560002/
753911137,20170508,201705,2017,2017.3507,USAMED,REUTERS,USA,,,,,MED,,,RUS,RUSSIAN,RUS,,,,,,,,0,046, Engage in negotiation,046,04,1,7.0,1,1,1,-5.16014234875445,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,2,"Kentucky, United States",US,USKY,,37.669000000000004,-84.6514,KY,2,"Kentucky, United States",US,USKY,,37.669000000000004,-84.6514,KY,20180508001500,https://www.weeklystandard.com/mark-hemingway/kerrys-meddling-on-iran-deal-shows-why-logan-act-should-be-repealed
753911138,20170508,201705,2017,2017.3507,USAMED,REUTERS,USA,,,,,MED,,,RUS,RUSSIAN,RUS,,,,,,,,0,046, Engage in negotiation,046,04,1,7.0,1,1,1,-5.16014234875445,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,4,"Kislyak, Arkhangel'skaya Oblast', Russia",RS,RS06,25061,65.2601,46.8174,11493450,4,"Kislyak, Arkhangel'skaya Oblast', Russia",RS,RS06,25061,65.2601,46.8174,11493450,20180508001500,https://www.weeklystandard.com/mark-hemingway/kerrys-meddling-on-iran-deal-shows-why-logan-act-should-be-repealed
753911139,20170508,201705,2017,2017.3507,USAMED,REUTERS,USA,,,,,MED,,,RUSGOV,RUSSIAN,RUS,,,,,GOV,,,0,046, Engage in negotiation,046,04,1,7.0,3,1,3,-5.16014234875445,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,4,"Kislyak, Arkhangel'skaya Oblast', Russia",RS,RS06,25061,65.2601,46.8174,11493450,4,"Kislyak, Arkhangel'skaya Oblast', Russia",RS,RS06,25061,65.2601,46.8174,11493450,20180508001500,https://www.weeklystandard.com/mark-hemingway/kerrys-meddling-on-iran-deal-shows-why-logan-act-should-be-repealed
753911140,20180408,201804,2018,2018.2685,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,036, Express intent to meet or negotiate,036,03,1,4.0,6,1,6,0.8051529790660199,0,,,,,,,,3,"Independence Oaks County Park, Michigan, United States",US,USMI,,42.7764,-83.3917,2648738,3,"Independence Oaks County Park, Michigan, United States",US,USMI,,42.7764,-83.3917,2648738,20180508001500,http://www.candgnews.com/news/birds-of-a-feather-fly-late-together-107898
753911141,20180408,201804,2018,2018.2685,CAN,CANADA,CAN,,,,,,,,CANGOV,CANADA,CAN,,,,,GOV,,,1,043, Host a visit,043,04,1,2.8,1,1,1,-2.60115606936416,4,"Niagara Falls, Ontario, Canada",CA,CA08,30536,43.1,-79.05,-570141,4,"Niagara Falls, Ontario, Canada",CA,CA08,30536,43.1,-79.05,-570141,4,"Niagara Falls, Ontario, Canada",CA,CA08,30536,43.1,-79.05,-570141,20180508001500,https://www.niagarafallsreview.ca/news-story/8594192-stormy-daniels-to-visit-windsor-ont-/
753911142,20180408,201804,2018,2018.2685,CANGOV,CANADA,CAN,,,,,GOV,,,CAN,CANADA,CAN,,,,,,,,1,042, Make a visit,042,04,1,1.9,1,1,1,-2.60115606936416,1,Russia,RS,RS,,60.0,100.0,RS,1,Russia,RS,RS,,60.0,100.0,RS,1,Russia,RS,RS,,60.0,100.0,RS,20180508001500,https://www.niagarafallsreview.ca/news-story/8594192-stormy-daniels-to-visit-windsor-ont-/
753911143,20180408,201804,2018,2018.2685,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,051, Praise or endorse,051,05,1,3.4,6,1,6,-3.4334763948497797,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,0,,,,,,,,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20180508001500,http://wgme.com/news/local/maine-lawmakers-pay-respects-to-corporal-eugene-cole
753911144,20180408,201804,2018,2018.2685,COP,POLICE,,,,,,COP,,,USA,UNITED STATES,USA,,,,,,,,1,051, Praise or endorse,051,05,1,3.4,4,1,4,-3.4334763948497797,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20180508001500,http://wgme.com/news/local/maine-lawmakers-pay-respects-to-corporal-eugene-cole
753911145,20180408,201804,2018,2018.2685,COP,POLICE,,,,,,COP,,,USA,UNITED STATES,USA,,,,,,,,1,190," Use conventional military force, not specified below",190,19,4,-10.0,4,1,4,-3.4334763948497797,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20180508001500,http://wgme.com/news/local/maine-lawmakers-pay-respects-to-corporal-eugene-cole
753911146,20180408,201804,2018,2018.2685,GOV,MINISTRY,,,,,,GOV,,,CVLEDU,VILLAGE,,,,,,CVL,EDU,,0,020," Appeal, not specified below",020,02,1,3.0,5,1,5,1.73501577287066,0,,,,,,,,0,,,,,,,,0,,,,,,,,20180508001500,https://www.nzherald.co.nz/bay-of-plenty-times/news/article.cfm?c_id=1503343&objectid=12046861
753911147,20180408,201804,2018,2018.2685,GOV,MINISTRY,,,,,,GOV,,,LAB,WORKER,,,,,,LAB,,,1,020," Appeal, not specified below",020,02,1,3.0,10,1,10,-1.14942528735633,5,"Bay Of Plenty, Bay of Plenty, New Zealand",NZ,NZE8,22380,-38.3333,176.75,11483126,5,"Bay Of Plenty, Bay of Plenty, New Zealand",NZ,NZE8,22380,-38.3333,176.75,11483126,5,"Bay Of Plenty, Bay of Plenty, New Zealand",NZ,NZE8,22380,-38.3333,176.75,11483126,20180508001500,https://www.nzherald.co.nz/bay-of-plenty-times/news/article.cfm?c_id=1503343&objectid=12047179
753911148,20180408,201804,2018,2018.2685,LEG,SENATE,,,,,,LEG,,,,,,,,,,,,,1,071, Provide economic aid,071,07,2,7.4,4,1,4,-3.64842454394693,3,"Lake Charles, Louisiana, United States",US,USLA,LA019,30.2266,-93.2174,1629966,0,,,,,,,,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,20180508001500,https://www.businessreport.com/article/capitol-views-testimony-humanizes-budget-debate-politics-still-linger
753911149,20180408,201804,2018,2018.2685,LEG,SENATE,,,,,,LEG,,,,,,,,,,,,,1,071, Provide economic aid,071,07,2,7.4,1,1,1,-3.64842454394693,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,0,,,,,,,,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,20180508001500,https://www.businessreport.com/article/capitol-views-testimony-humanizes-budget-debate-politics-still-linger
753911150,20180408,201804,2018,2018.2685,MEX,MEXICO,MEX,,,,,,,,USA,MARYLAND,USA,,,,,,,,1,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,2,1,2,-7.441860465116281,4,"Nuevo Laredo, Tamaulipas, Mexico",MX,MX28,21015,27.5,-99.5167,-1685540,2,"Maryland, United States",US,USMD,,39.0724,-76.7902,MD,4,"Nuevo Laredo, Tamaulipas, Mexico",MX,MX28,21015,27.5,-99.5167,-1685540,20180508001500,https://wtop.com/montgomery-county/2018/05/md-man-wanted-first-degree-murder-wife-arrested-mexico/
753911151,20180408,201804,2018,2018.2685,PRK,NORTH KOREA,PRK,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,040," Consult, not specified below",040,04,1,1.0,2,1,2,-0.25873221216042,1,Iran,IR,IR,,32.0,53.0,IR,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20180508001500,http://www.oregonlive.com/today/index.ssf/2018/05/president_trump_to_announce_de.html
753911152,20180408,201804,2018,2018.2685,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,192, Occupy territory,192,19,4,-9.5,6,1,6,-1.03225806451613,3,"Northgate, California, United States",US,USCA,CA029,35.6516,-117.669,246626,0,,,,,,,,3,"Northgate, California, United States",US,USCA,CA029,35.6516,-117.669,246626,20180508001500,https://www.sfchronicle.com/bayarea/article/Oakland-to-clear-longstanding-homeless-encampment-12895384.php
753911153,20180408,201804,2018,2018.2685,USA,WASHINGTON,USA,,,,,,,,MEX,MEXICO,MEX,,,,,,,,1,190," Use conventional military force, not specified below",190,19,4,-10.0,1,1,1,-7.441860465116281,4,"Nuevo Laredo, Tamaulipas, Mexico",MX,MX28,21015,27.5,-99.5167,-1685540,3,"Montgomery County, Maryland, United States",US,USMD,,39.1501,-77.1997,1712500,4,"Nuevo Laredo, Tamaulipas, Mexico",MX,MX28,21015,27.5,-99.5167,-1685540,20180508001500,https://wtop.com/montgomery-county/2018/05/md-man-wanted-first-degree-murder-wife-arrested-mexico/
753911154,20180408,201804,2018,2018.2685,USA,WASHINGTON,USA,,,,,,,,MEX,MEXICO,MEX,,,,,,,,1,190," Use conventional military force, not specified below",190,19,4,-10.0,1,1,1,-7.441860465116281,4,"Nuevo Laredo, Tamaulipas, Mexico",MX,MX28,21015,27.5,-99.5167,-1685540,3,"Montgomery County, Maryland, United States",US,USMD,,39.1501,-77.1997,1712500,3,"Montgomery County, Maryland, United States",US,USMD,,39.1501,-77.1997,1712500,20180508001500,https://wtop.com/montgomery-county/2018/05/md-man-wanted-first-degree-murder-wife-arrested-mexico/
753911155,20180408,201804,2018,2018.2685,USA,UNITED STATES,USA,,,,,,,,PRK,NORTH KOREA,PRK,,,,,,,,0,040," Consult, not specified below",040,04,1,1.0,2,1,2,-0.25873221216042,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,1,Iran,IR,IR,,32.0,53.0,IR,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20180508001500,http://www.oregonlive.com/today/index.ssf/2018/05/president_trump_to_announce_de.html
753911156,20180408,201804,2018,2018.2685,USA,NORTH CAROLINA,USA,,,,,,,,USAEDU,NORTH CAROLINA,USA,,,,,EDU,,,1,084," Return, release, not specified below",084,08,2,7.0,2,1,2,-7.03125,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,20180508001500,https://www.wsj.com/articles/a-scarlet-title-ix-letter-1525732074
753911157,20180408,201804,2018,2018.2685,USA,NORTH CAROLINA,USA,,,,,,,,USAEDU,NORTH CAROLINA,USA,,,,,EDU,,,1,180," Use unconventional violence, not specified below",180,18,4,-9.0,2,1,2,-7.03125,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,20180508001500,https://www.wsj.com/articles/a-scarlet-title-ix-letter-1525732074
753911158,20180408,201804,2018,2018.2685,USAEDU,CALIFORNIA,USA,,,,,EDU,,,USALAB,CALIFORNIA,USA,,,,,LAB,,,1,050," Engage in diplomatic cooperation, not specified below",050,05,1,3.5,6,1,6,-5.97951258328617,2,"California, United States",US,USCA,,36.17,-119.74600000000001,CA,2,"California, United States",US,USCA,,36.17,-119.74600000000001,CA,2,"California, United States",US,USCA,,36.17,-119.74600000000001,CA,20180508001500,https://www.courthousenews.com/university-of-california-workers-begin-3-day-strike/
753911159,20180408,201804,2018,2018.2685,USAJUD,NORTH CAROLINA,USA,,,,,JUD,,,USAEDU,NORTH CAROLINA,USA,,,,,EDU,,,1,084," Return, release, not specified below",084,08,2,7.0,3,1,3,-7.03125,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,20180508001500,https://www.wsj.com/articles/a-scarlet-title-ix-letter-1525732074
753911160,20180408,201804,2018,2018.2685,USAJUD,NORTH CAROLINA,USA,,,,,JUD,,,USAEDU,NORTH CAROLINA,USA,,,,,EDU,,,1,180," Use unconventional violence, not specified below",180,18,4,-9.0,3,1,3,-7.03125,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,20180508001500,https://www.wsj.com/articles/a-scarlet-title-ix-letter-1525732074
753911161,20180408,201804,2018,2018.2685,USALAB,CALIFORNIA,USA,,,,,LAB,,,USAEDU,CALIFORNIA,USA,,,,,EDU,,,1,050," Engage in diplomatic cooperation, not specified below",050,05,1,3.5,6,1,6,-5.97951258328617,2,"California, United States",US,USCA,,36.17,-119.74600000000001,CA,2,"California, United States",US,USCA,,36.17,-119.74600000000001,CA,2,"California, United States",US,USCA,,36.17,-119.74600000000001,CA,20180508001500,https://www.courthousenews.com/university-of-california-workers-begin-3-day-strike/
753911162,20180501,201805,2018,2018.3315,,,,,,,,,,,CUB,CUBA,CUB,,,,,,,,1,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,4,1,4,-5.31914893617022,0,,,,,,,,4,"El Infierno, Provincia de Artemisa, Cuba",CU,CU17,14727,22.9833,-82.6167,-1621369,4,"El Infierno, Provincia de Artemisa, Cuba",CU,CU17,14727,22.9833,-82.6167,-1621369,20180508001500,http://www.miamiherald.com/news/nation-world/world/americas/cuba/article210656309.html
753911163,20180501,201805,2018,2018.3315,,,,,,,,,,,CUB,CUBA,CUB,,,,,,,,1,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,1,1,1,-5.31914893617022,0,,,,,,,,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,20180508001500,http://www.miamiherald.com/news/nation-world/world/americas/cuba/article210656309.html
753911164,20180501,201805,2018,2018.3315,,,,,,,,,,,LEGGOV,SENATE,,,,,,LEG,GOV,,0,040," Consult, not specified below",040,04,1,1.0,3,1,3,0.0,0,,,,,,,,1,Iran,IR,IR,,32.0,53.0,IR,1,France,FR,FR,,46.0,2.0,FR,20180508001500,http://www.wrcbtv.com/story/38133381/trump-to-announce-iran-nuclear-deal-decision-tuesday
